code,name,city,country,timezone
AXA,Clayton J. Lloyd International Airport,The Valley,AI,America/Anguilla
AXB,Alexandria Bay,Alexandria Bay,US,America/New_York
AXC,Aramac,,AU,Australia/Brisbane
AXD,Demokritos Airport,Alexandroupoli,GR,Europe/Athens
AXE,Xanxere,Xanxere,BR,America/Sao_Paulo
AXF,Alxa Left Banner,Bayan Hot,CN,Asia/Chongqing
AXG,Algona,Algona,US,America/Chicago
AXJ,Amakusa,Hondo,JP,Asia/Tokyo
AXK,Ataq,,YE,Asia/Aden
AXL,Alexandria,,AU,Australia/Darwin
AXM,El Eden Airport,La Tebaida,CO,America/Bogota
AXN,Alexandria,Alexandria,US,America/Chicago
AXO,Bandar Udara Pantar,Pantar,ID,Asia/Makassar
AXP,Springpoint Airport,Masons Bay,BS,America/Nassau
AXR,Arutua Airport,Arutua,PF,Pacific/Tahiti
AXS,Altus/Quartz Mountain Regional Airport,,US,America/Chicago
AXT,Akita Airport,Akita,JP,Asia/Tokyo
AXU,Axum Airport,Aksum,ET,Africa/Addis_Ababa
AXV,Neil Armstrong,Wapakoneta,US,America/New_York
AXX,Angel Fire,Angel Fire,US,America/Denver
AYA,Ayapel,Ayapel,CO,America/Bogota
AYC,Ayacucho,Pelaya,CO,America/Bogota
AYD,Alroy Downs,,AU,Australia/Darwin
AYE,AAF Heliport,Ayer,US,America/New_York
AYG,Yaguara,,CO,America/Bogota
AYI,Yari,,CO,America/Bogota
AYJ,Maharishi Valmiki International Airport,Faizabad,IN,Asia/Kolkata
AYK,Arkalyk,Arkalyk,KZ,Asia/Qyzylorda
AYL,Anthony Lagoon,,AU,Australia/Darwin
AYM,Yas Island SPB,,AE,Asia/Dubai
AYN,Anyang Airport,Anyang,CN,Asia/Shanghai
AYO,Ayolas,Ayolas,PY,America/Asuncion
AYP,Yanamilla Airport,Carmen Alto,PE,America/Lima
AYQ,Connellan Airport,,AU,Australia/Darwin
AYR,Ayr,Ayr,AU,Australia/Brisbane
AYS,Ware County,Deenwood,US,America/New_York
AYT,Antalya Airport,Aksu,TR,Europe/Istanbul
AYU,Aiyura,,PG,Pacific/Port_Moresby
AYW,Ayawasi,Aifat,ID,Asia/Jayapura
AYX,Gerardo Pérez Pinedo,Puerto Ocopa,PE,America/Lima
AYY,Arugam Bay SPB,,LK,Asia/Colombo
AYZ,Zahns,Amityville,US,America/New_York
AZA,Phoenix-Mesa Gateway Airport,Queen Creek,US,America/Phoenix
AZB,Amazon Bay,,PG,Pacific/Port_Moresby
AZD,Yazd Airport,Yazd,IR,Asia/Tehran
AZG,Apatzingan,Apatzingan,MX,America/Mexico_City
AZH,Azamgarh Airport,Manduri,IN,Asia/Kolkata
AZI,Bateen,,AE,Asia/Dubai
AZJ,Zhenjiang Dalu,Changzhou,CN,Asia/Shanghai
AZL,Fazenda Tucunare Airport,,BR,America/Cuiaba
AZN,Andizhan Airport,Andijon,UZ,Asia/Tashkent
AZO,Kalamazoo Battle Creek International Airport,Portage,US,America/Detroit
AZP,Atizapan,Iztacalco,MX,America/Mexico_City
AZR,Adrar Airport,Adrar,DZ,Africa/Algiers
AZS,Samaná El Catey International,Sanchez,DO,America/Santo_Domingo
AZT,Zapatoca,Betulia,CO,America/Bogota
AZZ,Ambriz,Nzeto,AO,Africa/Luanda
BAA,Bialla,,PG,Pacific/Port_Moresby
BAB,Beale AFB,Marysville,US,America/Los_Angeles
BAC,Barranca De Upia,Barranca de Upia,CO,America/Bogota
BAD,Barksdale AFB,Bossier City,US,America/Chicago
BAE,Barcelonnette,Barcelonnette,FR,Europe/Paris
BAF,Barnes,Westfield,US,America/New_York
BAG,Loakan,Tuding,PH,Asia/Manila
BAH,Bahrain International Airport,Al Muharraq,BH,Asia/Bahrain
BAI,Buenos Aires,Buenos Aires,CR,America/Costa_Rica
BAJ,Bali,,PG,Pacific/Port_Moresby
BAL,Batman Airport,Yenikoy,TR,Europe/Istanbul
BAM,Lander County,Battle Mountain,US,America/Los_Angeles
BAN,Basongo,,CD,Africa/Lubumbashi
BAO,Udorn,,TH,Asia/Bangkok
BAP,Baibara,,PG,Pacific/Port_Moresby
BAQ,E Cortissoz Airport,Malambo,CO,America/Bogota
BAR,Baker AAF,,US,America/Sitka
BAS,Balalae,,SB,Pacific/Guadalcanal
BAT,Airport Chafei Amsei,Barretos,BR,America/Sao_Paulo
BAU,Bauru Airport,Bauru,BR,America/Sao_Paulo
BAV,Baotou Airport,Shulinzhao,CN,Asia/Chongqing
BAW,Biawonque,,GA,Africa/Libreville
BAX,Barnaul Gherman Titov International Airport,Gon'ba,RU,Asia/Omsk
BAY,Baia Mare,Tautii Magherus,RO,Europe/Bucharest
BAZ,Barbelos,Barcelos,BR,America/Manaus
BBA,Teniente Vidal Airport,,CL,America/Santiago
BBB,Benson Municipal Airport,Benson,US,America/Chicago
BBC,Bay City,Bay City,US,America/Chicago
BBD,Curtis Field,Brady,US,America/Chicago
BBF,Burlington,Burlington,US,America/New_York
BBG,Butaritari,,KI,Pacific/Tarawa
BBH,Barth,,DE,Europe/Berlin
BBI,Biju Patnaik International Airport,Bhubaneshwar,IN,Asia/Kolkata
BBJ,Bitburg Air Base,Bitburg,DE,Europe/Berlin
BBK,Kasane Airport,Kasane,BW,Africa/Gaborone
BBL,Ballera Airport,,AU,Australia/Brisbane
BBM,Battambang,Battambang,KH,Asia/Phnom_Penh
BBN,Bario Airport,,MY,Asia/Kuching
BBO,Berbera,Berbera,SO,Africa/Mogadishu
BBP,Bembridge,,GB,Europe/London
BBQ,Barbuda,Codrington,AG,America/Antigua
BBR,Baillif,Baillif,GP,America/Guadeloupe
BBS,Blackbushe,Yateley,GB,Europe/London
BBT,Berberati,Berberati,CF,Africa/Bangui
BBU,Baneasa,,RO,Europe/Bucharest
BBV,Hkg,,CI,Africa/Abidjan
BBW,Broken Bow,Broken Bow,US,America/Chicago
BBX,Wings Field,Blue Bell,US,America/New_York
BBY,Bambari,Bambari,CF,Africa/Bangui
BBZ,Zambezi,,ZM,Africa/Lusaka
BCA,Baracoa,Baracoa,CU,America/Havana
BCB,Virginia Tech,Blacksburg,US,America/New_York
BCC,Bear Creek,Red Lodge,US,America/Anchorage
BCD,Bacolod-Silay International Airport,Bacolod City,PH,Asia/Manila
BCE,Bryce,,US,America/Denver
BCF,Bouca,Bouca,CF,Africa/Bangui
BCG,Bemichi,,GY,America/Guyana
BCH,Cakung International,Baucau,TL,Asia/Dili
BCI,Barcaldine Airport,,AU,Australia/Brisbane
BCJ,Baca Grande,Buena Vista,US,America/Denver
BCK,Bolwarra,Atherton,AU,Australia/Brisbane
BCL,Barra Colorado,Matina,CR,America/Costa_Rica
BCM,Bacau Airport,Margineni-Munteni,RO,Europe/Bucharest
BCN,Barcelona-El Prat Airport,El Prat de Llobregat,ES,Europe/Madrid
BCO,Jinka,,ET,Africa/Addis_Ababa
BCP,Bambu,,PG,Pacific/Port_Moresby
BCQ,Brack,Brak,LY,Africa/Tripoli
BCR,Boca Do Acre,Boca do Acre,BR,America/Manaus
BCS,Southern Seaplane,,US,America/Chicago
BCT,Boca Raton Airport,Boca Raton,US,America/New_York
BCU,Bauchi,Bauchi,NG,Africa/Lagos
BCV,Belmopan,,BZ,America/Belize
BCW,Benguera Island,,MZ,Africa/Maputo
BCX,Beloreck,Lomovka,RU,Asia/Yekaterinburg
BCY,Bulchi,Felege Neway,ET,Africa/Addis_Ababa
BCZ,Bickerton Island,,AU,Australia/Darwin
BDA,L.F. Wade International Airport,,BM,Atlantic/Bermuda
BDB,Bundaberg Airport,Thabeban,AU,Australia/Brisbane
BDC,Barra Do Corda,Barra do Corda,BR,America/Fortaleza
BDD,Badu Island,,AU,Australia/Brisbane
BDE,Baudette,,US,America/Chicago
BDF,Rinkenberger,Wyoming,US,America/Chicago
BDG,Blanding,Blanding,US,America/Denver
BDH,Bandar Lengeh,Bandar-e Lengeh,IR,Asia/Tehran
BDI,Bird Island,Bel Ombre,SC,Indian/Mahe
BDJ,Syamsudin Noor International Airport,Banjarbaru,ID,Asia/Makassar
BDK,Bondoukou,Bondoukou,CI,Africa/Abidjan
BDL,Bradley International Airport,Windsor Locks,US,America/New_York
BDM,Bandirma,Bandirma,TR,Europe/Istanbul
BDN,Talhar,Badin,PK,Asia/Karachi
BDO,Husein Sastranegara Airport,Bandung,ID,Asia/Jakarta
BDP,Bhadrapur Airport,Bhadrapur,NP,Asia/Kathmandu
BDQ,Vadodara Airport,Vadodara,IN,Asia/Kolkata
BDR,Igor I. Sikorsky Memorial,,US,America/New_York
BDS,Brindisi - Salento Airport,Materdomini,IT,Europe/Rome
BDT,Gbadolite,Ouango,CD,Africa/Kinshasa
BDU,Bardufoss Airport,Moen,NO,Europe/Oslo
BDV,Moba,Karema,CD,Africa/Lubumbashi
BDW,Bedford Downs,,AU,Australia/Perth
BDX,Broadus,Broadus,US,America/Denver
BDY,State,Bandon,US,America/Los_Angeles
BDZ,Baindoung,,PG,Pacific/Port_Moresby
BEA,Bereina,,PG,Pacific/Port_Moresby
BEB,Benbecula Airport,Benbecula,GB,Europe/London
BEC,Beech,,US,America/Chicago
BED,Hanscom Field,Bedford,US,America/New_York
BEE,Beagle Bay,,AU,Australia/Perth
BEF,Bluefields,Bluefields,NI,America/Managua
BEG,Belgrad Nikola Tesla Airport,Surcin,RS,Europe/Belgrade
BEH,Ross Field,Benton Heights,US,America/Detroit
BEI,Beica,Asosa,ET,Africa/Addis_Ababa
BEJ,Kalimarau Airport,,ID,Asia/Makassar
BEK,Bareli,Rae Bareli,IN,Asia/Kolkata
BEL,Val De Cans International Airport,Belem,BR,America/Belem
BEM,Beni Mellal Airport,Beni Mellal,MA,Africa/Casablanca
BEN,Benina International,Benghazi,LY,Africa/Tripoli
BEO,Belmont,Belmont,AU,Australia/Sydney
BEP,Bellary,Bellary,IN,Asia/Kolkata
BEQ,Honington,Thetford,GB,Europe/London
BER,Berlin Brandenburg Airport,,DE,Europe/Berlin
BES,Brest Bretagne Airport,Guipavas,FR,Europe/Paris
BET,Bethel Airport,,US,America/Anchorage
BEU,Bedourie,,AU,Australia/Brisbane
BEV,Beer Sheba,Beersheba,IL,Asia/Jerusalem
BEW,Beira Airport,,MZ,Africa/Maputo
BEX,Benson RAF Station,Benson,GB,Europe/London
BEY,Beirut-Rafic Hariri International Airport,Baabda,LB,Asia/Beirut
BEZ,Beru,,KI,Pacific/Tarawa
BFA,Bahia Negra,,PY,America/Asuncion
BFB,Blue Fox Bay,,US,America/Anchorage
BFC,Bloomfield,,AU,Australia/Brisbane
BFD,Bradford Airport,Bradford,US,America/New_York
BFE,Bielefeld,Bielefeld,DE,Europe/Berlin
BFF,Western Nebraska Regional Airport,Terrytown,US,America/Denver
BFG,Bullfrog Basin,,US,America/Denver
BFH,Bacacheri,Curitiba,BR,America/Sao_Paulo
BFI,Boeing Field International Airport,Boulevard Park,US,America/Los_Angeles
BFJ,Bijie Airport,Bijie,CN,Asia/Chongqing
BFK,Buffalo Municipal Airport,Aurora,US,America/Denver
BFL,Meadows Field Airport,Oildale,US,America/Los_Angeles
BFM,Mobile Downtown Airport,,US,America/Chicago
BFN,Bram Fischer International Airport,Bloemfontein,ZA,Africa/Johannesburg
BFO,Buffalo Range,,ZW,Africa/Harare
BFP,Beaver Falls,West Mayfield,US,America/New_York
BFQ,Bahia Pinas,,PA,America/Panama
BFR,Virgil I Grissom Municipalcipal,Bedford,US,America/Indiana/Indianapolis
BFS,Belfast International Airport,Antrim,GB,Europe/London
BFT,County,Beaufort,US,America/New_York
BFU,Bengbu,Bengbu,CN,Asia/Shanghai
BFV,Buri Ram Airport,Satuek,TH,Asia/Bangkok
BFW,Sidi Belabbes,Sidi Bel Abbes,DZ,Africa/Algiers
BFX,Bafoussam,Bafoussam,CM,Africa/Douala
BFY,Bengbu Tenghu Airport,,CN,Asia/Shanghai
BGA,Palonegro International Airport,Lebrija,CO,America/Bogota
BGB,Booue,,GA,Africa/Libreville
BGC,Braganca Airport,Braganca,PT,Europe/Lisbon
BGD,Borger,Borger,US,America/Chicago
BGE,Decatur County,Bainbridge,US,America/New_York
BGF,Bangui Airport,Bangui,CF,Africa/Bangui
BGG,Bingol Airport,,TR,Europe/Istanbul
BGH,Abbaye,Golere,MR,Africa/Nouakchott
BGI,Grantley Adams International Airport,,BB,America/Barbados
BGJ,Borgarfjordur Eystri,,IS,Atlantic/Reykjavik
BGK,Big Creek,,BZ,America/Belize
BGL,Baglung,Baglung,NP,Asia/Kathmandu
BGM,Greater Binghamton Airport,Johnson City,US,America/New_York
BGN,Belaya Gora Airport,Belaya Gora,RU,Asia/Srednekolymsk
BGO,Bergen Airport,Ytrebygda,NO,Europe/Oslo
BGP,Bongo,,GA,Africa/Libreville
BGQ,Big Lake,,US,America/Anchorage
BGR,Bangor International Airport,Bangor,US,America/New_York
BGS,Webb AFB,,US,America/Chicago
BGT,Bagdad,Bagdad,US,America/Phoenix
BGU,Bangassou,,CF,Africa/Bangui
BGV,Bento Goncalves,Bento Goncalves,BR,America/Sao_Paulo
BGW,Baghdad International Airport,Abu Ghurayb,IQ,Asia/Baghdad
BGX,Airport Cmdt. Gustavo Kraemer,Bage,BR,America/Sao_Paulo
BGY,Orio al Serio International Airport,Orio al Serio,IT,Europe/Rome
BGZ,Braga,Braga,PT,Europe/Lisbon
BHA,Bahia De Caraquez,Bahia de Caraquez,EC,America/Guayaquil
BHB,Bar Harbor Airport,Trenton,US,America/New_York
BHC,Bhurban Heliport,Murree,PK,Asia/Karachi
BHD,George Best Belfast City Airport,Castlereagh,GB,Europe/London
BHE,Woodbourne Airport,Blenheim,NZ,Pacific/Auckland
BHF,Bahia Cupica,,CO,America/Bogota
BHG,Brus Laguna,Brus Laguna,HN,America/Tegucigalpa
BHH,Bisha Airport,Qal`at Bishah,SA,Asia/Riyadh
BHI,Comandante Airport,Bahia Blanca,AR,America/Argentina/Buenos_Aires
BHJ,Rudra Mata Airport,Bhuj,IN,Asia/Kolkata
BHK,Bukhara Airport,Bukhara,UZ,Asia/Samarkand
BHL,Bahia Angeles,,MX,America/Santa_Isabel
BHM,Birmingham-Shuttlesworth International Airport,Tarrant,US,America/Chicago
BHN,Beihan,Bayhan,YE,Asia/Aden
BHO,Raja Bhoj Airport,Bhopal,IN,Asia/Kolkata
BHP,Bhojpur,,NP,Asia/Kathmandu
BHQ,Broken Hill Airport,,AU,Australia/Broken_Hill
BHR,Bharatpur Airport,,NP,Asia/Kathmandu
BHS,Raglan Airport,Kelso,AU,Australia/Sydney
BHT,Brighton Downs,,AU,Australia/Brisbane
BHU,Bhavnagar Airport,Bhavnagar,IN,Asia/Kolkata
BHV,Bahawalpur Airport,Bahawalpur,PK,Asia/Karachi
BHW,Bhagatanwala Airport,,PK,Asia/Karachi
BHX,Birmingham International Airport,Bickenhill,GB,Europe/London
BHY,Beihai Fucheng Airport,Beihai,CN,Asia/Chongqing
BIA,Bastia Poretta Airport,Borgo,FR,Europe/Paris
BIB,Baidoa,Baidoa,SO,Africa/Mogadishu
BIC,Aérodrome de Belle Île,Bangor,FR,Europe/Paris
BID,Block Island,Charlestown,US,America/New_York
BIE,Beatrice,Beatrice,US,America/Chicago
BIF,Biggs AAF,El Paso,US,America/Denver
BIG,Intermediate Field,,US,America/Anchorage
BIH,Bishop,Bishop,US,America/Los_Angeles
BII,Enyu Airfield,,MH,Pacific/Majuro
BIJ,Biliau,,PG,Pacific/Port_Moresby
BIK,Mokmer Airport,Biak,ID,Asia/Jayapura
BIL,Billings Logan International Airport,Billings,US,America/Denver
BIM,Bimini International Airport,,BS,America/Nassau
BIN,Bamiyan,Bamyan,AF,Asia/Kabul
BIO,Bilbao Airport,Sondika,ES,Europe/Madrid
BIP,Bulimba,,AU,Australia/Brisbane
BIQ,Biarritz - Anglet - Bayonne Airport,Anglet,FR,Europe/Paris
BIR,Biratnagar Airport,Jogbani,NP,Asia/Kathmandu
BIS,Bismarck Airport,Bismarck,US,America/Chicago
BIT,Baitadi,Mahendranagar,NP,Asia/Kathmandu
BIU,Bildudalur,,IS,Atlantic/Reykjavik
BIV,Bria,Bria,CF,Africa/Bangui
BIW,Billiluna,,AU,Australia/Perth
BIX,Keesler AFB,Biloxi,US,America/Chicago
BIY,Bisho,Port Alfred,ZA,Africa/Johannesburg
BIZ,Bimin,,PG,Pacific/Port_Moresby
BJA,Bejaia Airport,Bejaia,DZ,Africa/Algiers
BJB,Bojnord,Bojnurd,IR,Asia/Tehran
BJC,Jeffco,Broomfield,US,America/Denver
BJD,Bakkafjordur,,IS,Atlantic/Reykjavik
BJE,Baleela,Al Fulah,SD,Africa/Khartoum
BJF,Batsfjord Airport,Batsfjord,NO,Europe/Oslo
BJG,Bolaang,,ID,Asia/Makassar
BJH,Bajhang,,NP,Asia/Kathmandu
BJI,Bemidji Airport,Bemidji,US,America/Chicago
BJJ,Wayne County,Wooster,US,America/New_York
BJK,Benjina,,ID,Asia/Jayapura
BJL,Yundum International Airport,Abuko,GM,Africa/Banjul
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,Africa/Bujumbura
BJN,Bajone,,MZ,Africa/Maputo
BJO,Bermejo,San Ramon de la Nueva Oran,BO,America/La_Paz
BJP,Braganca Paulista,Braganca Paulista,BR,America/Sao_Paulo
BJQ,Bahja Airport,,OM,Asia/Muscat
BJR,Bahar Dar Airport,Bahir Dar,ET,Africa/Addis_Ababa
BJT,Bentota River,Beruwala,LK,Asia/Colombo
BJU,Bajura Airport,,NP,Asia/Kathmandu
BJV,Milas-Bodrum Airport,Kiulukioi,TR,Europe/Istanbul
BJW,Bajawa Soa Airport,Naru,ID,Asia/Makassar
BJX,Guanajuato International Airport,Colonia Nuevo Mexico,MX,America/Mexico_City
BJY,Batajnica,Novi Banovci,RS,Europe/Belgrade
BJZ,Badajoz Airport,Talavera La Real,ES,Europe/Madrid
BKA,Bykovo,,RU,Europe/Moscow
BKB,Bikaner,Bikaner,IN,Asia/Kolkata
BKC,Buckland Airport,,US,America/Anchorage
BKD,Stephens County,Breckenridge,US,America/Chicago
BKE,Baker,Baker City,US,America/Los_Angeles
BKF,Lake Brooks SPB,,US,America/Anchorage
BKG,Branson,Hollister,US,America/Chicago
BKH,Barking Sands PMRF,,US,Pacific/Honolulu
BKI,Kota Kinabalu International Airport,Putatan,MY,Asia/Kuching
BKJ,Boke,Boke,GN,Africa/Conakry
BKK,Suvarnabhumi Airport,Lat Krabang,TH,Asia/Bangkok
BKL,Burke Lakefront Airport,Cleveland,US,America/New_York
BKM,Bakalalan,,MY,Asia/Kuching
BKN,Balkanabat Airport,Balkanabat,TM,Asia/Ashgabat
BKO,Bamako-Senou International Airport,Bamako,ML,Africa/Bamako
BKP,Barkly Downs,,AU,Australia/Brisbane
BKQ,Blackall Airport,,AU,Australia/Brisbane
BKR,Bokoro,Bokoro,TD,Africa/Ndjamena
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,Asia/Jakarta
BKT,Blackstone AAF,Blackstone,US,America/New_York
BKU,Betioky,Betioky,MG,Indian/Antananarivo
BKV,Bailing Airport,Bailingmiao,CN,Asia/Shanghai
BKW,Beckley Airport,Daniels,US,America/New_York
BKX,Brookings,Brookings,US,America/Chicago
BKY,Kavumu,Bukavu,CD,Africa/Lubumbashi
BKZ,Bukoba Airport,Bukoba,TZ,Africa/Dar_es_Salaam
BLA,General Jose Antonio Anzoategui International Airport,Barcelona,VE,America/Caracas
BLB,Panama Pacifico Airport,Ancon,PA,America/Panama
BLC,Bamenda,,CM,Africa/Douala
BLD,Boulder City,Boulder City,US,America/Los_Angeles
BLE,Dala Airport,Ornas,SE,Europe/Stockholm
BLF,Princeton,Bluefield,US,America/New_York
BLG,Belaga,Data Kakus,MY,Asia/Kuching
BLH,Blythe,Mesa Verde,US,America/Los_Angeles
BLI,Bellingham International Airport,Marietta-Alderwood,US,America/Los_Angeles
BLJ,Batna Airport,Batna,DZ,Africa/Algiers
BLK,Blackpool Airport,Great Marton,GB,Europe/London
BLL,Billund Airport,Billund,DK,Europe/Copenhagen
BLM,Monmouth Executive Airport,Belmar,US,America/New_York
BLN,Benalla,Benalla,AU,Australia/Melbourne
BLO,Blonduos,,IS,Atlantic/Reykjavik
BLP,Bellavista,Kelluyo,PE,America/Lima
BLQ,Guglielmo Marconi Airport,Trebbo,IT,Europe/Rome
BLR,Kempegowda International Airport,Devanhalli,IN,Asia/Kolkata
BLS,Bollon,,AU,Australia/Brisbane
BLT,Blackwater,Blackwater,AU,Australia/Brisbane
BLU,Blue Canyon,Foresthill,US,America/Los_Angeles
BLV,Belleville,Lebanon,US,America/Chicago
BLW,Bellows Field,Waimanalo Beach,US,Pacific/Honolulu
BLX,Belluno,Belluno,IT,Europe/Rome
BLY,Belmullet,Belmullet,IE,Europe/Dublin
BLZ,Chileka Airport,,MW,Africa/Blantyre
BMA,Bromma Airport,Bromma,SE,Europe/Stockholm
BMB,Bumba,Bumba,CD,Africa/Kinshasa
BMC,Brigham City,Brigham City,US,America/Denver
BMD,Belo,,MG,Indian/Antananarivo
BME,Broome Airport,,AU,Australia/Perth
BMF,Bakouma,Bangassou,CF,Africa/Bangui
BMG,Bloomington,Bloomington,US,America/Indiana/Indianapolis
BMH,Bomai,,PG,Pacific/Port_Moresby
BMI,Central Illinois Regional Airport,Bloomington,US,America/Chicago
BMJ,Baramita,,GY,America/Guyana
BMK,Borkum,Borkum,DE,Europe/Berlin
BML,Berlin Municipal Airport,,US,America/New_York
BMM,Bitam,,GA,Africa/Libreville
BMN,Bamerny,Al `Amadiyah,IQ,Asia/Baghdad
BMO,Bhamo,Bhamo,MM,Asia/Rangoon
BMP,Brampton Island,,AU,Australia/Brisbane
BMQ,Bamburi,,KE,Africa/Nairobi
BMR,Baltrum,Baltrum,DE,Europe/Berlin
BMS,Brumado,Brumado,BR,America/Bahia
BMT,Beaumont Municipalcipal,Beaumont,US,America/Chicago
BMU,Sultan Muhammad Salahuddin Airport,Melati,ID,Asia/Makassar
BMV,Phung-Duc Airport,Buon Ma Thuot,VN,Asia/Ho_Chi_Minh
BMW,Bordj Badji Mokhtar,Tessalit,DZ,Africa/Algiers
BMX,Big Mountain,,US,America/Anchorage
BMY,Belep Island,Wala,NC,Pacific/Noumea
BMZ,Bamu,,PG,Pacific/Port_Moresby
BNA,Nashville International Airport,Nashville,US,America/Chicago
BNB,Boende,Boende,CD,Africa/Kinshasa
BNC,Beni,,CD,Africa/Lubumbashi
BND,Bandar Abbas International Airport,Bandar 'Abbas,IR,Asia/Tehran
BNE,Brisbane Airport,Ascot,AU,Australia/Brisbane
BNF,Warm Spring Bay SPB,,US,America/Sitka
BNG,Banning,Banning,US,America/Los_Angeles
BNH,Barnes,,US,America/New_York
BNI,Benin City Airport,Benin City,NG,Africa/Lagos
BNK,Ballina Byron Airport,Ballina,AU,Australia/Sydney
BNL,Barnwell Regional,Barnwell,US,America/New_York
BNM,Bodinumu,,PG,Pacific/Port_Moresby
BNN,Bronnoysund Airport Bronnoy,Bronnoysund,NO,Europe/Oslo
BNO,Burns,Burns,US,America/Los_Angeles
BNP,Bannu,Bannu,PK,Asia/Karachi
BNQ,Baganga,Aurora,PH,Asia/Manila
BNR,Banfora,Banfora,BF,Africa/Ouagadougou
BNS,Barinas,Barinas,VE,America/Caracas
BNT,Bundi,,PG,Pacific/Port_Moresby
BNU,Blumenau,Gaspar,BR,America/Sao_Paulo
BNV,Boana,,PG,Pacific/Port_Moresby
BNW,Boone,Boone,US,America/Chicago
BNX,Banja Luka Airport,Laktasi,BA,Europe/Sarajevo
BNY,Bellona,,SB,Pacific/Guadalcanal
BNZ,Banz,,PG,Pacific/Port_Moresby
BOA,Boma,,CD,Africa/Kinshasa
BOB,Motu Mute Airport,,PF,Pacific/Tahiti
BOC,Bocas Del Toro,Bocas del Toro,PA,America/Panama
BOD,Bordeaux Airport,Le Haillan,FR,Europe/Paris
BOE,Boundji,,CG,Africa/Brazzaville
BOF,Bolling AFB,,US,America/New_York
BOG,El Dorado International Airport,Funza,CO,America/Bogota
BOH,Bournemouth Airport,St Leonards,GB,Europe/London
BOI,Boise Air Terminal (Gowen Field),Boise,US,America/Boise
BOJ,Bourgas Airport,Sredets,BG,Europe/Sofia
BOK,Brookings State,Brookings,US,America/Los_Angeles
BOL,Ballykelly,Ballykelly,GB,Europe/London
BOM,Chhatrapati Shivaji International Airport,Mumbai,IN,Asia/Kolkata
BON,Flamingo International Airport,Dorp Tera Kora,BQ,America/Kralendijk
BOO,Bodo Airport,Bodo,NO,Europe/Oslo
BOP,Bouar,Bouar,CF,Africa/Bangui
BOQ,Boku,,PG,Pacific/Port_Moresby
BOR,Bokeo International Airport,,LA,Asia/Vientiane
BOS,Logan International Airport,Chelsea,US,America/New_York
BOT,Boset,,PG,Pacific/Port_Moresby
BOU,Bourges,Fussy,FR,Europe/Paris
BOV,Boang,,PG,Pacific/Port_Moresby
BOW,Bartow,Bartow,US,America/New_York
BOX,Borroloola,,AU,Australia/Darwin
BOY,Borgo,Bobo-Dioulasso,BF,Africa/Ouagadougou
BOZ,Bozoum,Bozoum,CF,Africa/Bangui
BPA,Grumman,Bethpage,US,America/New_York
BPB,Boridi,,PG,Pacific/Port_Moresby
BPC,Bamenda,Bamenda,CM,Africa/Douala
BPD,Bapi,,PG,Pacific/Port_Moresby
BPE,Qinhuangdao Beidaihe Airport,,CN,Asia/Shanghai
BPF,Batuna Aerodrome,,SB,Pacific/Guadalcanal
BPG,Barra Do Garcas,Barra do Garcas,BR,America/Cuiaba
BPH,Bislig,Bislig,PH,Asia/Manila
BPI,Big Piney-marbleton,Marbleton,US,America/Denver
BPK,Biangabip,,PG,Pacific/Port_Moresby
BPL,Bole Airport,Dostyq,CN,Asia/Shanghai
BPM,Begumpet,Quthbullapur,IN,Asia/Kolkata
BPN,Sultan Aji Muhamad Sulaiman Airport,City of Balikpapan,ID,Asia/Makassar
BPS,Porto Seguro Airport,Porto Seguro,BR,America/Bahia
BPT,Jefferson County Airport,Nederland,US,America/Chicago
BPU,Beppu,Beppu,JP,Asia/Tokyo
BPX,Bangda Airport,Yanduo,CN,Asia/Shanghai
BPY,Besalampy,,MG,Indian/Antananarivo
BQA,Baler,Dona Remedios Trinidad,PH,Asia/Manila
BQB,Bussellton Regional Airport,Vasse,AU,Australia/Perth
BQE,Bubaque,Bubaque,GW,Africa/Bissau
BQG,Bogorodskoye,Bogorodskoye,RU,Asia/Vladivostok
BQH,Biggin Hill,Biggin Hill,GB,Europe/London
BQI,Bagani,Bagani,NA,Africa/Windhoek
BQJ,Batagay,Batagay,RU,Asia/Vladivostok
BQK,Glynco Jetport,,US,America/New_York
BQL,Boulia,,AU,Australia/Brisbane
BQN,Rafael Hernandez Airport,San Antonio,PR,America/Puerto_Rico
BQO,Bouna,Bouna,CI,Africa/Abidjan
BQQ,Barra,Barra,BR,America/Bahia
BQS,Blagoveschensk Airport,Shangmachang,RU,Asia/Yakutsk
BQT,Brest Airport,Zhabinka,BY,Europe/Minsk
BQU,J. F. Mitchell,,VC,America/St_Vincent
BQV,Bartlett SPB,,US,America/Juneau
BQW,Balgo Hills,,AU,Australia/Perth
BRA,Barreiras Airport,Barreiras,BR,America/Bahia
BRB,Barreirinhas,Barreirinha,BR,America/Fortaleza
BRC,San Carlos de Bariloche International Airport,San Carlos de Bariloche,AR,America/Argentina/Salta
BRD,Crow Wing County Airport,Brainerd,US,America/Chicago
BRE,Bremen Airport,Bremen,DE,Europe/Berlin
BRF,Bradford,Bradford,GB,Europe/London
BRG,Municipal,Whitesburg,US,America/New_York
BRH,Brahman,,PG,Pacific/Port_Moresby
BRI,Palese Airport,San Paolo,IT,Europe/Rome
BRJ,Bright,,AU,Australia/Melbourne
BRK,Bourke,,AU,Australia/Sydney
