passID,fid,bookingDate,seatNumber,class,price,paymentStatus,checkInStatus
2943,3458,2025-02-16,22C,Business,112.12,Paid,Checked-in
101,1381,2025-03-02,1A,Business,234.07,Cancelled,Not Checked-in
1839,1659,2025-04-07,36A,Economy,433.23,Cancelled,Not Checked-in
5906,237,2025-03-16,5C,Business,1266.24,Cancelled,Checked-in
8771,3168,2025-02-06,41E,First,433.84,Pending,Checked-in
3203,3223,2025-02-21,31A,Economy,378.66,Paid,Not Checked-in
9274,2296,2025-02-17,29B,First,399.48,Pending,Not Checked-in
4539,2875,2025-04-24,13D,Economy,566.49,Cancelled,Not Checked-in
8030,4160,2025-04-04,10D,Economy,1440.05,Paid,Not Checked-in
5447,4838,2025-01-16,5B,Business,330.32,Paid,Checked-in
5840,130,2025-03-29,39A,Business,577.08,Cancelled,Not Checked-in
1723,3930,2025-02-07,25C,Business,213.53,Cancelled,Not Checked-in
5334,4812,2025-03-07,33B,First,157.72,Cancelled,Not Checked-in
5018,3192,2025-04-14,41C,Business,1120.82,Pending,Checked-in
6574,3400,2025-01-03,24F,Business,1353.02,Paid,Not Checked-in
1204,363,2025-03-30,3A,Economy,194.07,Pending,Not Checked-in
675,2210,2025-02-11,14F,Business,1041.92,Paid,Checked-in
8943,385,2025-02-12,43B,Economy,1110.65,Cancelled,Checked-in
6583,4733,2025-03-12,5E,First,1312.93,Pending,Not Checked-in
4973,3160,2025-01-17,48C,Business,205.6,Cancelled,Checked-in
4512,1270,2025-03-14,25A,Economy,1236.65,Cancelled,Not Checked-in
5555,2796,2025-02-17,17E,Economy,813.63,Cancelled,Checked-in
2268,3338,2025-04-10,33C,First,259.7,Cancelled,Checked-in
4755,3977,2025-02-11,28F,Economy,902.81,Paid,Checked-in
7031,2242,2025-02-19,33B,Business,1170.1,Pending,Not Checked-in
6803,3593,2025-01-01,1B,Economy,536.61,Cancelled,Checked-in
6086,4104,2025-04-22,16B,Economy,927.7,Paid,Not Checked-in
4198,1497,2025-04-03,7D,Business,1376.22,Pending,Not Checked-in
4172,4667,2025-04-16,35A,First,259.97,Pending,Not Checked-in
5137,1601,2025-01-10,46C,Economy,947.96,Pending,Checked-in
905,1562,2025-04-02,34C,Business,1086.1,Cancelled,Checked-in
5466,3684,2025-01-21,15F,Business,91.66,Pending,Not Checked-in
8080,3334,2025-01-26,5B,Economy,816.47,Cancelled,Not Checked-in
6423,1414,2025-01-15,49F,First,834.37,Cancelled,Checked-in
8833,2714,2025-02-12,21A,First,482.37,Paid,Checked-in
4770,906,2025-02-01,48F,Business,1497.47,Paid,Not Checked-in
2037,1752,2025-03-03,36A,Economy,599.18,Paid,Checked-in
5838,366,2025-03-28,11B,Business,713.88,Paid,Checked-in
3877,3979,2025-03-25,46F,Economy,511.23,Paid,Not Checked-in
3405,3084,2025-01-07,33B,Business,782.96,Pending,Not Checked-in
7766,1370,2025-02-07,49E,Economy,927.45,Cancelled,Checked-in
9824,512,2025-01-18,33C,First,107.1,Paid,Not Checked-in
2930,1543,2025-01-06,28A,First,1085.52,Pending,Not Checked-in
6940,865,2025-01-14,43E,Economy,879.26,Pending,Not Checked-in
4143,2780,2025-02-08,23F,First,988.52,Pending,Checked-in
4946,4991,2025-04-29,27E,Economy,544.59,Pending,Not Checked-in
9309,1176,2025-04-24,19F,First,1460.71,Pending,Checked-in
185,3669,2025-02-07,10A,Economy,137.92,Pending,Not Checked-in
3771,3594,2025-04-25,4B,Economy,1222.69,Pending,Not Checked-in
8815,4073,2025-05-01,35F,First,634.6,Paid,Not Checked-in
9125,637,2025-02-17,32D,Economy,884.27,Paid,Checked-in
7627,3270,2025-03-14,10C,Business,852.92,Cancelled,Not Checked-in
1159,2525,2025-01-16,5D,Economy,277.06,Cancelled,Not Checked-in
3322,638,2025-03-20,42D,Business,1109.41,Pending,Checked-in
9338,4870,2025-02-01,5E,First,304.64,Pending,Not Checked-in
480,2911,2025-02-19,46B,First,1410.3,Cancelled,Not Checked-in
3397,1180,2025-01-27,49D,First,860.32,Pending,Checked-in
7659,4439,2025-01-02,30C,First,1152.2,Pending,Not Checked-in
7750,4935,2025-02-11,38C,Economy,546.41,Paid,Not Checked-in
2462,1017,2025-04-28,16D,First,371.79,Pending,Checked-in
4546,2457,2025-02-14,27C,Business,902.1,Pending,Not Checked-in
1031,2204,2025-03-24,17A,Economy,575.11,Paid,Checked-in
8199,2376,2025-03-15,50C,Economy,1279.67,Cancelled,Not Checked-in
2671,3730,2025-02-22,18F,First,718.18,Cancelled,Not Checked-in
2108,1123,2025-04-10,34D,Business,1146.17,Pending,Not Checked-in
9558,2620,2025-04-10,7A,First,168.31,Cancelled,Not Checked-in
6617,413,2025-04-18,23A,Economy,250.58,Pending,Checked-in
1922,331,2025-02-03,30C,Business,438.76,Paid,Checked-in
9145,4510,2025-01-17,3E,Business,889.67,Cancelled,Not Checked-in
6589,1238,2025-01-14,29E,Economy,771.07,Cancelled,Not Checked-in
7314,211,2025-01-14,20F,First,1417.22,Pending,Checked-in
7895,3567,2025-01-06,43E,First,1472.95,Pending,Not Checked-in
8728,4643,2025-02-01,18B,First,456.85,Paid,Not Checked-in
9271,4406,2025-02-24,33A,Business,652.16,Pending,Not Checked-in
6948,1746,2025-01-30,40B,Economy,832.08,Cancelled,Checked-in
5716,1038,2025-03-10,41D,Economy,1248.46,Paid,Not Checked-in
3446,3271,2025-02-10,36C,First,1450.31,Pending,Not Checked-in
8565,551,2025-04-19,21E,Economy,1356.66,Paid,Checked-in
8703,3430,2025-01-15,47C,Business,1351.35,Cancelled,Checked-in
3951,3681,2025-03-25,36B,Economy,451.16,Paid,Checked-in
4721,3754,2025-01-11,50B,Business,750.33,Pending,Checked-in
595,2864,2025-01-10,3C,Business,447.81,Cancelled,Not Checked-in
10000,583,2025-04-25,2C,Business,854.67,Pending,Not Checked-in
7208,4575,2025-03-28,37A,Economy,184.89,Paid,Checked-in
5143,399,2025-04-07,50A,First,377.27,Pending,Checked-in
4752,2000,2025-01-23,38E,Business,145.98,Pending,Not Checked-in
7646,596,2025-04-12,11F,Economy,1148.24,Pending,Not Checked-in
3129,2337,2025-03-26,4B,Business,501.62,Pending,Checked-in
8781,1311,2025-01-12,21F,Economy,746.26,Paid,Not Checked-in
7682,2056,2025-03-21,37B,Business,669.67,Paid,Not Checked-in
4228,4940,2025-01-29,24A,First,961.61,Pending,Checked-in
1901,2635,2025-01-01,25B,Business,635.83,Paid,Not Checked-in
5348,3541,2025-02-10,32F,First,296.16,Cancelled,Checked-in
4531,2812,2025-04-14,12F,Business,1267.78,Paid,Checked-in
2316,1381,2025-03-14,45D,Business,68.38,Cancelled,Not Checked-in
1393,2656,2025-01-14,36D,Economy,544.64,Paid,Not Checked-in
4101,4328,2025-03-08,31F,Business,1239.9,Cancelled,Not Checked-in
4896,2661,2025-03-14,34F,First,968.31,Pending,Checked-in
5795,2547,2025-01-07,18A,Business,152.78,Paid,Not Checked-in
2706,3135,2025-02-17,42F,Economy,775.29,Cancelled,Checked-in
6709,4958,2025-02-24,31F,Economy,1144.22,Paid,Not Checked-in
9295,2399,2025-01-30,38C,Economy,484.74,Pending,Checked-in
8349,2483,2025-04-03,18F,First,169.22,Paid,Not Checked-in
5328,1588,2025-02-18,45A,First,1081.6,Cancelled,Not Checked-in
9787,1085,2025-01-01,17B,First,329.74,Cancelled,Checked-in
3901,3623,2025-01-20,36E,Business,1006.5,Pending,Not Checked-in
5627,777,2025-03-14,39B,Business,1412.83,Pending,Checked-in
7754,3028,2025-04-15,2E,Economy,799.68,Cancelled,Not Checked-in
7200,1554,2025-02-26,13F,Economy,1253.68,Cancelled,Checked-in
3648,4127,2025-03-15,12C,First,1415.93,Cancelled,Checked-in
9903,2042,2025-04-23,2F,Economy,1463.88,Cancelled,Not Checked-in
4678,3527,2025-04-26,30C,First,1302.83,Cancelled,Checked-in
1035,1168,2025-03-24,12A,First,898.97,Pending,Not Checked-in
1557,4928,2025-02-19,3D,Business,226.23,Pending,Checked-in
6582,2622,2025-03-11,23F,First,739.33,Pending,Not Checked-in
7573,831,2025-02-04,3E,Business,133.08,Cancelled,Not Checked-in
9579,4526,2025-04-22,43C,Business,534.86,Cancelled,Checked-in
6705,1797,2025-03-15,32E,Economy,99.61,Cancelled,Not Checked-in
3608,1891,2025-03-15,14A,Business,670.74,Pending,Not Checked-in
5318,1105,2025-02-15,1E,First,691.7,Paid,Not Checked-in
9218,479,2025-02-24,15F,Economy,1289.67,Cancelled,Not Checked-in
3686,3683,2025-01-25,9C,Business,543.07,Cancelled,Not Checked-in
7571,1238,2025-02-09,50C,First,494.62,Pending,Checked-in
7690,276,2025-01-05,12C,Business,1048.05,Paid,Checked-in
857,231,2025-01-17,6C,First,440.52,Pending,Checked-in
8975,4569,2025-02-25,13D,Economy,1153.78,Paid,Not Checked-in
4168,574,2025-03-08,49C,First,1335.8,Pending,Checked-in
8754,1569,2025-04-19,39D,Economy,1237.71,Cancelled,Not Checked-in
5023,4478,2025-02-27,42E,First,900.54,Pending,Checked-in
6235,3907,2025-03-02,6F,First,201.52,Pending,Checked-in
6903,2575,2025-02-22,11E,Business,1480.62,Paid,Not Checked-in
9561,3366,2025-04-06,44A,Business,504.11,Cancelled,Checked-in
5228,4827,2025-01-04,33B,First,959.38,Cancelled,Checked-in
1489,4649,2025-01-04,22E,Business,1405.97,Paid,Checked-in
2258,1357,2025-02-11,42C,Business,1236.59,Cancelled,Not Checked-in
4989,4844,2025-04-10,19F,Business,837.05,Paid,Checked-in
1157,3661,2025-04-27,10E,Business,818.44,Paid,Checked-in
6480,3026,2025-02-16,3E,Business,1360.78,Paid,Checked-in
2979,1164,2025-02-03,4A,First,100.04,Pending,Checked-in
615,4841,2025-02-28,19F,Business,117.44,Paid,Checked-in
7042,1077,2025-03-22,24C,First,1427.42,Cancelled,Not Checked-in
4433,1292,2025-03-19,11D,Business,211.46,Pending,Checked-in
8041,2361,2025-04-02,38D,First,1160.36,Cancelled,Checked-in
8562,4563,2025-01-17,33B,First,1246.87,Paid,Checked-in
736,2878,2025-03-12,9F,Economy,830.76,Cancelled,Checked-in
8289,607,2025-02-11,21F,Business,1273.54,Paid,Not Checked-in
737,3355,2025-03-06,12A,Business,1169.65,Paid,Not Checked-in
9668,417,2025-04-23,6C,First,460.97,Cancelled,Not Checked-in
1792,1030,2025-01-27,5F,Business,814.75,Paid,Not Checked-in
5604,1251,2025-02-12,8A,First,871.88,Cancelled,Not Checked-in
5173,4643,2025-04-26,32B,Business,1402.26,Paid,Checked-in
7339,2075,2025-02-18,31C,Business,1263.82,Pending,Not Checked-in
3227,593,2025-02-24,11E,First,1374.3,Cancelled,Not Checked-in
1239,4073,2025-03-18,6D,Business,303.74,Pending,Checked-in
5416,4635,2025-03-05,42D,First,1390.8,Cancelled,Checked-in
2894,3341,2025-03-14,27A,First,1446.42,Paid,Not Checked-in
9668,269,2025-04-30,22C,Business,395.83,Pending,Not Checked-in
9928,2887,2025-01-23,28E,Economy,1229.0,Cancelled,Checked-in
6365,3590,2025-02-22,49A,Economy,283.77,Pending,Checked-in
7912,1814,2025-02-02,37D,Economy,581.27,Pending,Checked-in
7531,2814,2025-01-22,8D,Economy,420.96,Pending,Checked-in
6149,2306,2025-01-01,11A,Business,1168.68,Paid,Checked-in
793,774,2025-03-09,30F,Economy,156.29,Paid,Checked-in
1990,607,2025-03-18,22E,First,799.73,Pending,Checked-in
1273,3250,2025-04-24,34A,First,448.09,Cancelled,Checked-in
5806,4442,2025-02-04,43D,First,808.51,Pending,Checked-in
7765,595,2025-02-20,2B,Economy,1100.38,Cancelled,Checked-in
548,1453,2025-03-03,35C,First,570.12,Cancelled,Checked-in
4237,2634,2025-04-27,27D,Business,1288.44,Paid,Not Checked-in
7147,3035,2025-03-30,2A,First,1482.95,Paid,Not Checked-in
59,2523,2025-03-08,2C,Business,607.3,Cancelled,Not Checked-in
1234,664,2025-04-06,29C,Economy,1328.36,Pending,Checked-in
574,2949,2025-04-20,44A,Business,885.87,Pending,Checked-in
2212,2622,2025-01-09,6F,Business,680.42,Paid,Checked-in
6702,3494,2025-03-15,32F,Economy,313.56,Cancelled,Not Checked-in
3668,4342,2025-04-17,23C,Business,1185.06,Pending,Not Checked-in
9214,2736,2025-02-03,20A,Business,215.68,Pending,Not Checked-in
6441,4206,2025-01-10,33F,First,1111.88,Paid,Checked-in
9567,4207,2025-03-21,50B,Business,1277.89,Cancelled,Checked-in
4643,4792,2025-04-01,18C,First,792.53,Pending,Checked-in
7316,2455,2025-02-06,20B,First,123.66,Paid,Not Checked-in
8807,4337,2025-03-01,39C,First,1287.65,Paid,Checked-in
3230,344,2025-01-15,4F,Economy,1270.01,Cancelled,Checked-in
2359,1007,2025-04-15,32C,Economy,310.64,Pending,Checked-in
2850,4056,2025-02-04,28E,First,948.75,Pending,Not Checked-in
816,1536,2025-04-30,45E,Business,928.98,Cancelled,Checked-in
926,611,2025-01-02,2E,Economy,70.44,Cancelled,Not Checked-in
4523,3797,2025-01-01,9A,Economy,951.85,Cancelled,Not Checked-in
3796,4475,2025-03-24,22A,First,189.93,Paid,Checked-in
8747,4050,2025-02-22,23F,Business,264.41,Cancelled,Checked-in
1643,1105,2025-01-04,3D,First,1060.63,Paid,Checked-in
2423,303,2025-01-29,23C,Economy,1122.52,Cancelled,Not Checked-in
6094,708,2025-04-20,49C,First,949.69,Pending,Not Checked-in
4973,520,2025-02-25,44D,Business,1140.4,Cancelled,Not Checked-in
2550,1294,2025-01-09,27D,Business,961.24,Cancelled,Not Checked-in
3615,2891,2025-03-10,26B,First,886.43,Cancelled,Not Checked-in
1436,4432,2025-03-08,15A,Business,304.5,Pending,Checked-in
711,3381,2025-03-27,12B,Economy,1355.95,Pending,Checked-in
9623,3050,2025-04-02,18B,Economy,395.69,Paid,Checked-in
8149,1701,2025-04-03,39E,First,756.31,Cancelled,Not Checked-in
1686,4830,2025-03-08,27F,Economy,857.15,Cancelled,Not Checked-in
3765,663,2025-03-05,32F,Business,1210.1,Pending,Checked-in
7879,1084,2025-04-15,41A,Business,1495.92,Paid,Not Checked-in
1993,3504,2025-03-25,38D,Business,1454.48,Cancelled,Not Checked-in
3684,4978,2025-02-23,16A,Business,175.07,Cancelled,Checked-in
8504,366,2025-01-30,14D,Economy,73.3,Paid,Checked-in
1896,4671,2025-01-21,24C,Business,677.58,Paid,Not Checked-in
5687,3331,2025-02-16,3E,First,1266.84,Cancelled,Checked-in
6602,155,2025-02-02,27D,Economy,1193.29,Pending,Checked-in
8799,472,2025-04-12,6A,Business,364.22,Paid,Not Checked-in
7763,4295,2025-02-27,14F,Economy,876.85,Cancelled,Checked-in
3480,470,2025-04-11,11A,Business,327.43,Paid,Not Checked-in
1951,1046,2025-02-21,20C,First,496.41,Cancelled,Not Checked-in
2279,1693,2025-01-31,34C,Business,325.13,Pending,Not Checked-in
5865,3600,2025-02-03,1E,Business,565.74,Pending,Checked-in
4606,972,2025-01-13,4B,Economy,364.18,Cancelled,Checked-in
7018,3799,2025-03-21,47D,First,742.4,Pending,Not Checked-in
1920,1326,2025-01-23,48A,Business,253.98,Pending,Checked-in
5553,3304,2025-03-30,41B,Economy,1087.12,Pending,Not Checked-in
9524,3823,2025-01-12,30E,Business,94.35,Pending,Not Checked-in
8156,3654,2025-04-27,41F,Economy,949.09,Paid,Checked-in
3118,4309,2025-02-14,1D,Economy,519.25,Paid,Checked-in
6995,2287,2025-01-27,34F,First,677.1,Pending,Checked-in
6491,3517,2025-02-11,37F,Economy,210.5,Cancelled,Checked-in
8219,1516,2025-02-07,16F,First,476.46,Paid,Not Checked-in
5184,4811,2025-04-15,29F,Economy,799.83,Cancelled,Checked-in
6423,678,2025-02-08,12D,Business,469.35,Cancelled,Checked-in
5986,1119,2025-03-19,25A,Business,1228.0,Pending,Not Checked-in
4231,2431,2025-01-24,8E,Economy,540.73,Paid,Not Checked-in
1703,1940,2025-01-18,48E,Economy,1340.93,Cancelled,Checked-in
1711,3782,2025-03-04,14E,First,1361.28,Cancelled,Checked-in
5221,1156,2025-01-05,40F,First,1121.97,Pending,Checked-in
8571,3898,2025-03-28,46D,Economy,173.86,Paid,Not Checked-in
3711,3348,2025-03-04,45C,First,492.2,Pending,Checked-in
8768,4098,2025-02-07,46B,First,474.68,Paid,Checked-in
6618,2186,2025-01-02,22A,Economy,570.25,Cancelled,Checked-in
9503,1655,2025-01-23,11B,Business,1102.21,Pending,Not Checked-in
3598,3214,2025-02-04,35E,Business,406.27,Pending,Not Checked-in
3608,1183,2025-03-22,13A,Business,161.72,Pending,Checked-in
8438,4442,2025-01-14,47E,Business,370.51,Cancelled,Checked-in
7789,3048,2025-01-08,44E,Economy,628.41,Cancelled,Not Checked-in
7150,2138,2025-02-03,42A,Business,542.16,Paid,Checked-in
2711,3510,2025-04-13,4C,Business,600.61,Pending,Checked-in
7372,4332,2025-03-25,6C,Business,1285.24,Paid,Not Checked-in
4664,748,2025-02-01,34A,First,1073.55,Cancelled,Not Checked-in
5726,4972,2025-02-16,40E,Business,1357.55,Cancelled,Checked-in
191,3699,2025-04-08,38A,First,467.09,Pending,Checked-in
1837,250,2025-04-17,40A,First,724.46,Paid,Checked-in
1690,3967,2025-02-01,24F,First,786.26,Paid,Not Checked-in
3183,2008,2025-03-29,23D,Business,177.39,Paid,Checked-in
2902,1139,2025-03-26,22F,First,281.18,Paid,Checked-in
8772,1791,2025-04-06,36B,First,1263.48,Cancelled,Not Checked-in
2933,4174,2025-02-14,49A,First,1130.02,Pending,Checked-in
3664,1077,2025-04-24,49B,First,1180.84,Paid,Checked-in
8831,1092,2025-02-04,4F,First,181.43,Cancelled,Checked-in
7891,4675,2025-02-10,5E,Economy,273.1,Paid,Checked-in
4766,407,2025-03-26,15A,First,790.02,Pending,Checked-in
7265,487,2025-02-17,3D,First,231.14,Paid,Checked-in
8437,2813,2025-04-27,44C,First,761.04,Paid,Checked-in
7662,4730,2025-03-21,26B,First,1001.67,Paid,Checked-in
5811,4488,2025-04-23,35B,First,489.42,Cancelled,Not Checked-in
3660,4873,2025-03-09,32A,First,643.08,Cancelled,Not Checked-in
4056,4029,2025-04-30,26C,First,943.91,Cancelled,Not Checked-in
5617,2077,2025-03-21,12A,Business,620.67,Pending,Checked-in
4236,4208,2025-02-23,21C,Business,714.74,Paid,Not Checked-in
153,3569,2025-02-10,16A,First,532.84,Paid,Checked-in
3128,2860,2025-01-01,11E,Economy,1437.19,Cancelled,Checked-in
3156,3404,2025-01-15,38D,First,1197.81,Pending,Checked-in
3022,3940,2025-02-14,33B,Economy,1015.23,Pending,Checked-in
7544,125,2025-04-07,42D,First,1495.13,Paid,Checked-in
8918,4744,2025-02-12,8D,First,1127.66,Paid,Checked-in
6584,1609,2025-03-13,49C,Business,141.08,Cancelled,Checked-in
5584,2407,2025-04-24,17C,Business,234.09,Cancelled,Checked-in
8879,4010,2025-02-12,45A,Economy,1474.8,Cancelled,Checked-in
8737,3859,2025-04-07,2F,Economy,714.38,Cancelled,Checked-in
5495,2090,2025-04-15,8E,Business,187.63,Paid,Not Checked-in
5905,1148,2025-03-28,50B,First,472.0,Paid,Not Checked-in
6867,543,2025-02-02,12B,Economy,1041.14,Paid,Checked-in
7151,3956,2025-02-05,21D,First,771.66,Cancelled,Checked-in
6439,3591,2025-02-07,37E,Business,1326.95,Pending,Checked-in
9253,2284,2025-01-31,37E,Economy,690.68,Paid,Not Checked-in
8764,3014,2025-02-14,17A,First,1221.33,Paid,Checked-in
5140,4212,2025-02-24,45D,Economy,1259.77,Paid,Checked-in
2830,2253,2025-03-23,47B,Economy,404.56,Paid,Not Checked-in
5255,2778,2025-03-28,13B,Economy,1224.7,Pending,Not Checked-in
7087,1017,2025-03-07,37B,Economy,449.31,Paid,Not Checked-in
1297,2381,2025-02-10,25B,Economy,1439.65,Pending,Checked-in
7291,4451,2025-04-04,50E,Economy,796.73,Cancelled,Checked-in
8462,2546,2025-01-23,1C,First,533.6,Paid,Checked-in
7750,4109,2025-04-02,42F,Business,456.08,Paid,Checked-in
5379,623,2025-01-26,4F,Business,1079.5,Pending,Checked-in
3140,4827,2025-02-14,9C,Economy,205.66,Cancelled,Not Checked-in
2555,4573,2025-03-28,22E,First,1215.19,Pending,Not Checked-in
9280,1948,2025-03-29,35A,Business,1077.22,Cancelled,Checked-in
2710,4222,2025-03-08,37E,Economy,152.67,Paid,Checked-in
1186,4695,2025-05-01,15D,Economy,1080.61,Paid,Checked-in
8704,1291,2025-02-19,1C,First,141.03,Paid,Checked-in
1763,2750,2025-02-22,13F,First,1247.7,Pending,Not Checked-in
702,3803,2025-04-25,13B,First,519.4,Paid,Not Checked-in
5929,525,2025-03-29,26A,Business,279.96,Pending,Checked-in
4753,2247,2025-04-28,14A,Economy,408.0,Cancelled,Checked-in
3852,1283,2025-02-17,45E,First,408.51,Paid,Not Checked-in
8765,4837,2025-03-16,30D,Economy,550.33,Cancelled,Not Checked-in
6461,573,2025-01-05,39F,First,534.52,Pending,Not Checked-in
6887,2788,2025-01-02,49D,Business,473.17,Pending,Not Checked-in
5402,4328,2025-04-19,19F,Business,143.03,Cancelled,Checked-in
4867,2300,2025-04-19,43A,First,340.82,Cancelled,Checked-in
3095,2274,2025-04-03,9E,Business,189.03,Paid,Checked-in
5495,4926,2025-03-05,45B,Business,706.62,Pending,Checked-in
6088,543,2025-03-10,40B,Business,1009.55,Pending,Checked-in
3702,1320,2025-01-10,8A,First,1451.46,Pending,Not Checked-in
8738,2200,2025-03-27,38E,First,1465.57,Paid,Checked-in
8623,2730,2025-01-16,14D,Business,472.3,Paid,Checked-in
8053,4129,2025-01-13,28C,First,226.12,Cancelled,Checked-in
5381,4630,2025-03-27,2B,Economy,918.04,Pending,Checked-in
2061,4931,2025-01-08,34D,Business,387.56,Pending,Not Checked-in
8571,2108,2025-02-26,29F,Economy,384.07,Pending,Not Checked-in
2424,171,2025-03-23,23E,Economy,106.1,Cancelled,Not Checked-in
8098,2004,2025-03-29,50F,First,1386.79,Paid,Checked-in
1550,879,2025-04-09,16A,Economy,631.18,Paid,Not Checked-in
1934,3482,2025-02-24,4E,First,812.38,Paid,Checked-in
27,964,2025-01-10,6E,Economy,806.17,Paid,Not Checked-in
4813,1590,2025-02-09,12C,First,1377.59,Pending,Checked-in
2622,4658,2025-03-19,12D,Economy,952.33,Paid,Checked-in
9436,3481,2025-02-14,41F,First,746.75,Cancelled,Not Checked-in
6917,4117,2025-01-04,46F,First,223.14,Pending,Not Checked-in
4077,3166,2025-02-08,39C,Economy,325.36,Pending,Checked-in
1521,2360,2025-01-06,47A,First,1270.56,Pending,Checked-in
3455,380,2025-04-17,40A,First,1374.81,Paid,Checked-in
5957,3513,2025-04-09,35D,Business,1031.2,Cancelled,Checked-in
842,2901,2025-01-09,13A,First,1244.38,Pending,Checked-in
8712,2666,2025-03-18,25B,Economy,137.32,Cancelled,Checked-in
1481,1379,2025-05-01,13B,First,752.91,Paid,Checked-in
2984,2230,2025-03-31,34B,First,1136.44,Cancelled,Checked-in
3453,3866,2025-01-19,26E,Business,1123.3,Cancelled,Checked-in
59,4902,2025-01-06,7D,First,856.46,Pending,Checked-in
